barcode Dose
X162_10 X162_10 10
X163_10 X163_10 10
X164_10 X164_10 10
X165_10 X165_10 10
X166_10 X166_10 10
X167_10 X167_10 10
X168_10 X168_10 10
X169_10 X169_10 10
X170_10 X170_10 10
X171_10 X171_10 10
X172_10 X172_10 10
X173_10 X173_10 10
X174_10 X174_10 10
X175_10 X175_10 10
X176_10 X176_10 10
X177_10 X177_10 10
X178_10 X178_10 10
X179_10 X179_10 10
X180_10 X180_10 10
X181_10 X181_10 10
X182_10 X182_10 10
X183_10 X183_10 10
X184_10 X184_10 10
X185_10 X185_10 10
X186_10 X186_10 10
X187_10 X187_10 10
X188_10 X188_10 10
X189_10 X189_10 10
X190_10 X190_10 10
X191_10 X191_10 10
X192_10 X192_10 10
X193_10 X193_10 10
X194_10 X194_10 10
X195_10 X195_10 10
X196_10 X196_10 10
X197_10 X197_10 10
X198_10 X198_10 10
X199_10 X199_10 10
X200_10 X200_10 10
X201_10 X201_10 10
X202_10 X202_10 10
X203_10 X203_10 10
X204_10 X204_10 10
X205_10 X205_10 10
X206_10 X206_10 10
X207_10 X207_10 10
X208_10 X208_10 10
X209_10 X209_10 10
X210_10 X210_10 10
X211_10 X211_10 10
X212_10 X212_10 10
X213_10 X213_10 10
X214_10 X214_10 10
X215_10 X215_10 10
X216_10 X216_10 10
X217_10 X217_10 10
X218_10 X218_10 10
X219_10 X219_10 10
X220_10 X220_10 10
X221_10 X221_10 10
X222_10 X222_10 10
X223_10 X223_10 10
X224_10 X224_10 10
X225_10 X225_10 10
X226_10 X226_10 10
X227_10 X227_10 10
X228_10 X228_10 10
X229_10 X229_10 10
X230_10 X230_10 10
X231_10 X231_10 10
X232_10 X232_10 10
X233_10 X233_10 10
X234_10 X234_10 10
X235_10 X235_10 10
X236_10 X236_10 10
X237_10 X237_10 10
X238_10 X238_10 10
X239_10 X239_10 10
X240_10 X240_10 10
X241_10 X241_10 10
X242_10 X242_10 10
X243_10 X243_10 10
X244_10 X244_10 10
X245_10 X245_10 10
X246_10 X246_10 10
X247_10 X247_10 10
X248_10 X248_10 10
X249_10 X249_10 10
X250_10 X250_10 10
X251_10 X251_10 10
X252_10 X252_10 10
X253_10 X253_10 10
X254_10 X254_10 10
X255_10 X255_10 10
X256_10 X256_10 10
X257_10 X257_10 10
X258_10 X258_10 10
X259_10 X259_10 10
X260_10 X260_10 10
X261_10 X261_10 10
X262_10 X262_10 10
X263_10 X263_10 10
X264_10 X264_10 10
X265_10 X265_10 10
X266_10 X266_10 10
X267_10 X267_10 10
X268_10 X268_10 10
X269_10 X269_10 10
X270_10 X270_10 10
X271_10 X271_10 10
X272_10 X272_10 10
X273_10 X273_10 10
X274_10 X274_10 10
X275_10 X275_10 10
X276_10 X276_10 10
X277_10 X277_10 10
X278_10 X278_10 10
X279_10 X279_10 10
X280_10 X280_10 10
X281_10 X281_10 10
X282_10 X282_10 10
X283_10 X283_10 10
X284_10 X284_10 10
X285_10 X285_10 10
X286_10 X286_10 10
X287_10 X287_10 10
X288_10 X288_10 10
X289_10 X289_10 10
X290_10 X290_10 10
X291_10 X291_10 10
X292_10 X292_10 10
X293_10 X293_10 10
X294_10 X294_10 10
X295_10 X295_10 10
X296_10 X296_10 10
X297_10 X297_10 10
X298_10 X298_10 10
X299_10 X299_10 10
X300_10 X300_10 10
X301_10 X301_10 10
X302_10 X302_10 10
X303_10 X303_10 10
X304_10 X304_10 10
X305_10 X305_10 10
X306_10 X306_10 10
X307_10 X307_10 10
X308_10 X308_10 10
X309_10 X309_10 10
X310_10 X310_10 10
X311_10 X311_10 10
X312_10 X312_10 10
X313_10 X313_10 10
X314_10 X314_10 10
X315_10 X315_10 10
X316_10 X316_10 10
X317_10 X317_10 10
X318_10 X318_10 10
X319_10 X319_10 10
X320_10 X320_10 10
X321_10 X321_10 10
X322_10 X322_10 10
X323_10 X323_10 10
X324_10 X324_10 10
X325_10 X325_10 10
X326_10 X326_10 10
X327_10 X327_10 10
X328_10 X328_10 10
X329_10 X329_10 10
X330_10 X330_10 10
X331_10 X331_10 10
X332_10 X332_10 10
X333_10 X333_10 10
X334_10 X334_10 10
X335_10 X335_10 10
X336_10 X336_10 10
X337_10 X337_10 10
X338_10 X338_10 10
X339_10 X339_10 10
X340_10 X340_10 10
X341_10 X341_10 10
X342_10 X342_10 10
X343_10 X343_10 10
X344_10 X344_10 10
X345_10 X345_10 10
X346_10 X346_10 10
X347_10 X347_10 10
X348_10 X348_10 10
X349_10 X349_10 10
X350_10 X350_10 10
X351_10 X351_10 10
X352_10 X352_10 10
X353_10 X353_10 10
X354_10 X354_10 10
X355_10 X355_10 10
X356_10 X356_10 10
X357_10 X357_10 10
X358_10 X358_10 10
X359_10 X359_10 10
X360_10 X360_10 10
X361_10 X361_10 10
X362_10 X362_10 10
X363_10 X363_10 10
X364_10 X364_10 10
X365_10 X365_10 10
X366_10 X366_10 10
X367_10 X367_10 10
X368_10 X368_10 10
X369_10 X369_10 10
X370_10 X370_10 10
X371_10 X371_10 10
X372_10 X372_10 10
X373_10 X373_10 10
X374_10 X374_10 10
X375_10 X375_10 10
X376_10 X376_10 10
X377_10 X377_10 10
X378_10 X378_10 10
X379_10 X379_10 10
X380_10 X380_10 10
X381_10 X381_10 10
X382_10 X382_10 10
X383_10 X383_10 10
X384_10 X384_10 10
X385_10 X385_10 10
X386_10 X386_10 10
X387_10 X387_10 10
X388_10 X388_10 10
X389_10 X389_10 10
X390_10 X390_10 10
X391_10 X391_10 10
X392_10 X392_10 10
X393_10 X393_10 10
X394_10 X394_10 10
X395_10 X395_10 10
X396_10 X396_10 10
X397_10 X397_10 10
X398_10 X398_10 10
X399_10 X399_10 10
X400_10 X400_10 10
X401_10 X401_10 10
X402_10 X402_10 10
X403_10 X403_10 10
X404_10 X404_10 10
X405_10 X405_10 10
X406_10 X406_10 10
X407_10 X407_10 10
X408_10 X408_10 10
X409_10 X409_10 10
X410_10 X410_10 10
X411_10 X411_10 10
X412_10 X412_10 10
X413_10 X413_10 10
X414_10 X414_10 10
X415_10 X415_10 10
X416_10 X416_10 10
X417_10 X417_10 10
X418_10 X418_10 10
X419_10 X419_10 10
X420_10 X420_10 10
X421_10 X421_10 10
X422_10 X422_10 10
X423_10 X423_10 10
X424_10 X424_10 10
X425_10 X425_10 10
X426_10 X426_10 10
X427_10 X427_10 10
X428_10 X428_10 10
X429_10 X429_10 10
X430_10 X430_10 10
X431_10 X431_10 10
X432_10 X432_10 10
X433_10 X433_10 10
X434_10 X434_10 10
X435_10 X435_10 10
X436_10 X436_10 10
X437_10 X437_10 10
X438_10 X438_10 10
X439_10 X439_10 10
X440_10 X440_10 10
X441_10 X441_10 10
X442_10 X442_10 10
X443_10 X443_10 10
X444_10 X444_10 10
X445_10 X445_10 10
X446_10 X446_10 10
X447_10 X447_10 10
X448_10 X448_10 10
X449_10 X449_10 10
X450_10 X450_10 10
X451_10 X451_10 10
X452_10 X452_10 10
X453_10 X453_10 10
X454_10 X454_10 10
X455_10 X455_10 10
X456_10 X456_10 10
X457_10 X457_10 10
X458_10 X458_10 10
X459_10 X459_10 10
X460_10 X460_10 10
X461_10 X461_10 10
X462_10 X462_10 10
X463_10 X463_10 10
X464_10 X464_10 10
X465_10 X465_10 10
X466_10 X466_10 10
X467_10 X467_10 10
X468_10 X468_10 10
X469_10 X469_10 10
X470_10 X470_10 10
X471_10 X471_10 10
X472_10 X472_10 10
X473_10 X473_10 10
X474_10 X474_10 10
X475_10 X475_10 10
X476_10 X476_10 10
X477_10 X477_10 10
X478_10 X478_10 10
X479_10 X479_10 10
X480_10 X480_10 10
X481_10 X481_10 10
X482_10 X482_10 10
X483_10 X483_10 10
X484_10 X484_10 10
X485_10 X485_10 10
X486_10 X486_10 10
X487_10 X487_10 10
X488_10 X488_10 10
X489_10 X489_10 10
X490_10 X490_10 10
X491_10 X491_10 10
X492_10 X492_10 10
X493_10 X493_10 10
X494_10 X494_10 10
X495_10 X495_10 10
X496_10 X496_10 10
X497_10 X497_10 10
X498_10 X498_10 10
X499_10 X499_10 10
X500_10 X500_10 10
X1_30 X1_30 30
X2_30 X2_30 30
X3_30 X3_30 30
X4_30 X4_30 30
X5_30 X5_30 30
X6_30 X6_30 30
X7_30 X7_30 30
X8_30 X8_30 30
X9_30 X9_30 30
X10_30 X10_30 30
X11_30 X11_30 30
X12_30 X12_30 30
X13_30 X13_30 30
X14_30 X14_30 30
X15_30 X15_30 30
X16_30 X16_30 30
X17_30 X17_30 30
X18_30 X18_30 30
X19_30 X19_30 30
X20_30 X20_30 30
X21_30 X21_30 30
X22_30 X22_30 30
X23_30 X23_30 30
X24_30 X24_30 30
X25_30 X25_30 30
X26_30 X26_30 30
X27_30 X27_30 30
X28_30 X28_30 30
X29_30 X29_30 30
X30_30 X30_30 30
X31_30 X31_30 30
X32_30 X32_30 30
X33_30 X33_30 30
X34_30 X34_30 30
X35_30 X35_30 30
X36_30 X36_30 30
X37_30 X37_30 30
X38_30 X38_30 30
X39_30 X39_30 30
X40_30 X40_30 30
X41_30 X41_30 30
X42_30 X42_30 30
X43_30 X43_30 30
X44_30 X44_30 30
X45_30 X45_30 30
X46_30 X46_30 30
X47_30 X47_30 30
X48_30 X48_30 30
X49_30 X49_30 30
X50_30 X50_30 30
X51_30 X51_30 30
X52_30 X52_30 30
X53_30 X53_30 30
X54_30 X54_30 30
X55_30 X55_30 30
X56_30 X56_30 30
X57_30 X57_30 30
X58_30 X58_30 30
X59_30 X59_30 30
X60_30 X60_30 30
X61_30 X61_30 30
X62_30 X62_30 30
X63_30 X63_30 30
X64_30 X64_30 30
X65_30 X65_30 30
X66_30 X66_30 30
X67_30 X67_30 30
X68_30 X68_30 30
X69_30 X69_30 30
X70_30 X70_30 30
X71_30 X71_30 30
X72_30 X72_30 30
X73_30 X73_30 30
X74_30 X74_30 30
X75_30 X75_30 30
X76_30 X76_30 30
X77_30 X77_30 30
X78_30 X78_30 30
X79_30 X79_30 30
X80_30 X80_30 30
X81_30 X81_30 30
X82_30 X82_30 30
X83_30 X83_30 30
X84_30 X84_30 30
X85_30 X85_30 30
X86_30 X86_30 30
X87_30 X87_30 30
X88_30 X88_30 30
X89_30 X89_30 30
X90_30 X90_30 30
X91_30 X91_30 30
X92_30 X92_30 30
X93_30 X93_30 30
X94_30 X94_30 30
X95_30 X95_30 30
X96_30 X96_30 30
X97_30 X97_30 30
X98_30 X98_30 30
X99_30 X99_30 30
X100_30 X100_30 30
X101_30 X101_30 30
X102_30 X102_30 30
X103_30 X103_30 30
X104_30 X104_30 30
X105_30 X105_30 30
X106_30 X106_30 30
X107_30 X107_30 30
X108_30 X108_30 30
X109_30 X109_30 30
X110_30 X110_30 30
X111_30 X111_30 30
X112_30 X112_30 30
X113_30 X113_30 30
X114_30 X114_30 30
X115_30 X115_30 30
X116_30 X116_30 30
X117_30 X117_30 30
X118_30 X118_30 30
X119_30 X119_30 30
X120_30 X120_30 30
X121_30 X121_30 30
X122_30 X122_30 30
X123_30 X123_30 30
X124_30 X124_30 30
X125_30 X125_30 30
X126_30 X126_30 30
X127_30 X127_30 30
X128_30 X128_30 30
X129_30 X129_30 30
X130_30 X130_30 30
X131_30 X131_30 30
X132_30 X132_30 30
X133_30 X133_30 30
X134_30 X134_30 30
X135_30 X135_30 30
X136_30 X136_30 30
X137_30 X137_30 30
X138_30 X138_30 30
X139_30 X139_30 30
X140_30 X140_30 30
X141_30 X141_30 30
X142_30 X142_30 30
X143_30 X143_30 30
X144_30 X144_30 30
X145_30 X145_30 30
X146_30 X146_30 30
X147_30 X147_30 30
X148_30 X148_30 30
X149_30 X149_30 30
X150_30 X150_30 30
X151_30 X151_30 30
X152_30 X152_30 30
X153_30 X153_30 30
X154_30 X154_30 30
X155_30 X155_30 30
X156_30 X156_30 30
X157_30 X157_30 30
X158_30 X158_30 30
X159_30 X159_30 30
X160_30 X160_30 30
X161_30 X161_30 30
X162_30 X162_30 30
X163_30 X163_30 30
X164_30 X164_30 30
X165_30 X165_30 30
X166_30 X166_30 30
X167_30 X167_30 30
X168_30 X168_30 30
X169_30 X169_30 30
X170_30 X170_30 30
X171_30 X171_30 30
X172_30 X172_30 30
X173_30 X173_30 30
X174_30 X174_30 30
X175_30 X175_30 30
X176_30 X176_30 30
X177_30 X177_30 30
X178_30 X178_30 30
X179_30 X179_30 30
X180_30 X180_30 30
X181_30 X181_30 30
X182_30 X182_30 30
X183_30 X183_30 30
X184_30 X184_30 30
X185_30 X185_30 30
X186_30 X186_30 30
X187_30 X187_30 30
X188_30 X188_30 30
X189_30 X189_30 30
X190_30 X190_30 30
X191_30 X191_30 30
X192_30 X192_30 30
X193_30 X193_30 30
X194_30 X194_30 30
X195_30 X195_30 30
X196_30 X196_30 30
X197_30 X197_30 30
X198_30 X198_30 30
X199_30 X199_30 30
X200_30 X200_30 30
X201_30 X201_30 30
X202_30 X202_30 30
X203_30 X203_30 30
X204_30 X204_30 30
X205_30 X205_30 30
X206_30 X206_30 30
X207_30 X207_30 30
X208_30 X208_30 30
X209_30 X209_30 30
X210_30 X210_30 30
X211_30 X211_30 30
X212_30 X212_30 30
X213_30 X213_30 30
X214_30 X214_30 30
X215_30 X215_30 30
X216_30 X216_30 30
X217_30 X217_30 30
X218_30 X218_30 30
X219_30 X219_30 30
X220_30 X220_30 30
X221_30 X221_30 30
X222_30 X222_30 30
X223_30 X223_30 30
X224_30 X224_30 30
X225_30 X225_30 30
X226_30 X226_30 30
X227_30 X227_30 30
X228_30 X228_30 30
X229_30 X229_30 30
X230_30 X230_30 30
X231_30 X231_30 30
X232_30 X232_30 30
X233_30 X233_30 30
X234_30 X234_30 30
X235_30 X235_30 30
X236_30 X236_30 30
X237_30 X237_30 30
X238_30 X238_30 30
X239_30 X239_30 30
X240_30 X240_30 30
X241_30 X241_30 30
X242_30 X242_30 30
X243_30 X243_30 30
X244_30 X244_30 30
X245_30 X245_30 30
X246_30 X246_30 30
X247_30 X247_30 30
X248_30 X248_30 30
X249_30 X249_30 30
X250_30 X250_30 30
X251_30 X251_30 30
X252_30 X252_30 30
X253_30 X253_30 30
X254_30 X254_30 30
X255_30 X255_30 30
X256_30 X256_30 30
X257_30 X257_30 30
X258_30 X258_30 30
X259_30 X259_30 30
X260_30 X260_30 30
X261_30 X261_30 30
X262_30 X262_30 30
X263_30 X263_30 30
X264_30 X264_30 30
X265_30 X265_30 30
X266_30 X266_30 30
X267_30 X267_30 30
X268_30 X268_30 30
X269_30 X269_30 30
X270_30 X270_30 30
X271_30 X271_30 30
X272_30 X272_30 30
X273_30 X273_30 30
X274_30 X274_30 30
X275_30 X275_30 30
X276_30 X276_30 30
X277_30 X277_30 30
X278_30 X278_30 30
X279_30 X279_30 30
X280_30 X280_30 30
X281_30 X281_30 30
X282_30 X282_30 30
X283_30 X283_30 30
X284_30 X284_30 30
X285_30 X285_30 30
X286_30 X286_30 30
X287_30 X287_30 30
X288_30 X288_30 30
X289_30 X289_30 30
X290_30 X290_30 30
X291_30 X291_30 30
X292_30 X292_30 30
X293_30 X293_30 30
X294_30 X294_30 30
X295_30 X295_30 30
X296_30 X296_30 30
X297_30 X297_30 30
X298_30 X298_30 30
X299_30 X299_30 30
X300_30 X300_30 30
X301_30 X301_30 30
X302_30 X302_30 30
X303_30 X303_30 30
X304_30 X304_30 30
X305_30 X305_30 30
X306_30 X306_30 30
X307_30 X307_30 30
X308_30 X308_30 30
X309_30 X309_30 30
X310_30 X310_30 30
X311_30 X311_30 30
X312_30 X312_30 30
X313_30 X313_30 30
X314_30 X314_30 30
X315_30 X315_30 30
X316_30 X316_30 30
X317_30 X317_30 30
X318_30 X318_30 30
X319_30 X319_30 30
X320_30 X320_30 30
X321_30 X321_30 30
X322_30 X322_30 30
X323_30 X323_30 30
X324_30 X324_30 30
X325_30 X325_30 30
X326_30 X326_30 30
X327_30 X327_30 30
X328_30 X328_30 30
X329_30 X329_30 30
X330_30 X330_30 30
X331_30 X331_30 30
X332_30 X332_30 30
X333_30 X333_30 30
X334_30 X334_30 30
X335_30 X335_30 30
X336_30 X336_30 30
X337_30 X337_30 30
X338_30 X338_30 30
X339_30 X339_30 30
X340_30 X340_30 30
X341_30 X341_30 30
X342_30 X342_30 30
X343_30 X343_30 30
X344_30 X344_30 30
X345_30 X345_30 30
X346_30 X346_30 30
X347_30 X347_30 30
X348_30 X348_30 30
X349_30 X349_30 30
X350_30 X350_30 30
X351_30 X351_30 30
X352_30 X352_30 30
X353_30 X353_30 30
X354_30 X354_30 30
X355_30 X355_30 30
X356_30 X356_30 30
X357_30 X357_30 30
X358_30 X358_30 30
X359_30 X359_30 30
X360_30 X360_30 30
X361_30 X361_30 30
X362_30 X362_30 30
X363_30 X363_30 30
X364_30 X364_30 30
X365_30 X365_30 30
X366_30 X366_30 30
X367_30 X367_30 30
X368_30 X368_30 30
X369_30 X369_30 30
X370_30 X370_30 30
X371_30 X371_30 30
X372_30 X372_30 30
X373_30 X373_30 30
X374_30 X374_30 30
X375_30 X375_30 30
X376_30 X376_30 30
X377_30 X377_30 30
X378_30 X378_30 30
X379_30 X379_30 30
X380_30 X380_30 30
X381_30 X381_30 30
X382_30 X382_30 30
X383_30 X383_30 30
X384_30 X384_30 30
X385_30 X385_30 30
X386_30 X386_30 30
X387_30 X387_30 30
X388_30 X388_30 30
X389_30 X389_30 30
X390_30 X390_30 30
X391_30 X391_30 30
X392_30 X392_30 30
X393_30 X393_30 30
X394_30 X394_30 30
X395_30 X395_30 30
X396_30 X396_30 30
X397_30 X397_30 30
X398_30 X398_30 30
X399_30 X399_30 30
X400_30 X400_30 30
X401_30 X401_30 30
X402_30 X402_30 30
X403_30 X403_30 30
X404_30 X404_30 30
X405_30 X405_30 30
X406_30 X406_30 30
X407_30 X407_30 30
X408_30 X408_30 30
X409_30 X409_30 30
X410_30 X410_30 30
X411_30 X411_30 30
X412_30 X412_30 30
X413_30 X413_30 30
X414_30 X414_30 30
X415_30 X415_30 30
X416_30 X416_30 30
X417_30 X417_30 30
X418_30 X418_30 30
X419_30 X419_30 30
X420_30 X420_30 30
X421_30 X421_30 30
X422_30 X422_30 30
X423_30 X423_30 30
X424_30 X424_30 30
X425_30 X425_30 30
X426_30 X426_30 30
X427_30 X427_30 30
X428_30 X428_30 30
X429_30 X429_30 30
X430_30 X430_30 30
X431_30 X431_30 30
X432_30 X432_30 30
X433_30 X433_30 30
X434_30 X434_30 30
X435_30 X435_30 30
X436_30 X436_30 30
X437_30 X437_30 30
X438_30 X438_30 30
X439_30 X439_30 30
X440_30 X440_30 30
X441_30 X441_30 30
X442_30 X442_30 30
X443_30 X443_30 30
X444_30 X444_30 30
X445_30 X445_30 30
X446_30 X446_30 30
X447_30 X447_30 30
X448_30 X448_30 30
X449_30 X449_30 30
X450_30 X450_30 30
X451_30 X451_30 30
X452_30 X452_30 30
X453_30 X453_30 30
X454_30 X454_30 30
X455_30 X455_30 30
X456_30 X456_30 30
X457_30 X457_30 30
X458_30 X458_30 30
X459_30 X459_30 30
X460_30 X460_30 30
X461_30 X461_30 30
X462_30 X462_30 30
X463_30 X463_30 30
X464_30 X464_30 30
X465_30 X465_30 30
X466_30 X466_30 30
X467_30 X467_30 30
X468_30 X468_30 30
X469_30 X469_30 30
X470_30 X470_30 30
X471_30 X471_30 30
X472_30 X472_30 30
X473_30 X473_30 30
X474_30 X474_30 30
X475_30 X475_30 30
X476_30 X476_30 30
X477_30 X477_30 30
X478_30 X478_30 30
X479_30 X479_30 30
X480_30 X480_30 30
X481_30 X481_30 30
X482_30 X482_30 30
X483_30 X483_30 30
X484_30 X484_30 30
X485_30 X485_30 30
X486_30 X486_30 30
X487_30 X487_30 30
X488_30 X488_30 30
X489_30 X489_30 30
X490_30 X490_30 30
X491_30 X491_30 30
X492_30 X492_30 30
X493_30 X493_30 30
X494_30 X494_30 30
X495_30 X495_30 30
X496_30 X496_30 30
X497_30 X497_30 30
X498_30 X498_30 30
X499_30 X499_30 30
X500_30 X500_30 30
